Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hyperthyroidism,diarrhoea,muscle_weakness,irritability,sweating,,,,,,,,,,,,,
alcoholic hepatitis,distention_of_abdomen,yellowish_skin,abdominal_pain,obesity,,,,,,,,,,,,,
malaria,muscle_pain,high_fever,sweating,headache,vomiting,chills,,,,,,,,,,,
urinary tract infection,foul_smell_of urine,bladder_discomfort,burning_micturition,continuous_feel_of_urine,mild_fever,,,,,,,,,,,,
typhoid,belly_pain,vomiting,high_fever,chills,diarrhoea,abdominal_pain,,,,,,,,,,,
hepatitis c,fatigue,yellowish_skin,family_history,nausea,yellowing_of_eyes,,,,,,,,,,,,
typhoid,abdominal_pain,belly_pain,fatigue,headache,diarrhoea,toxic_look_(typhos),vomiting,,,,,,,,,,
hepatitis a,muscle_pain,yellowing_of_eyes,vomiting,dark_urine,mild_fever,diarrhoea,nausea,abdominal_pain,joint_pain,yellowish_skin,,,,,,,
bronchial asthma,high_fever,fatigue,mucoid_sputum,breathlessness,cough,,,,,,,,,,,,
hepatitis e,yellowish_skin,coma,fatigue,joint_pain,loss_of_appetite,abdominal_pain,acute_liver_failure,,,,,,,,,,
hepatitis d,loss_of_appetite,yellowing_of_eyes,nausea,,,,,,,,,,,,,,
drug reaction,stomach_pain,spotting_ urination,skin_rash,itching,,,,,,,,,,,,,
osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking,,,,,,,,,,,,
migraine,headache,acidity,depression,indigestion,,,,,,,,,,,,,
peptic ulcer diseae,abdominal_pain,indigestion,passage_of_gases,loss_of_appetite,internal_itching,vomiting,,,,,,,,,,,
fungal infection,dischromic _patches,itching,skin_rash,,,,,,,,,,,,,,
jaundice,high_fever,yellowish_skin,weight_loss,dark_urine,vomiting,,,,,,,,,,,,
dengue,joint_pain,fatigue,back_pain,red_spots_over_body,headache,belly_pain,,,,,,,,,,,
peptic ulcer diseae,passage_of_gases,loss_of_appetite,internal_itching,abdominal_pain,vomiting,dehydration,,,,,,,,,,,
jaundice,high_fever,yellowish_skin,vomiting,abdominal_pain,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,irritation_in_anus,bloody_stool,constipation,pain_in_anal_region,,,,,,,,,,,,
chronic cholestasis,itching,loss_of_appetite,abdominal_pain,yellowing_of_eyes,vomiting,,,,,,,,,,,,
chicken pox,fatigue,headache,loss_of_appetite,skin_rash,lethargy,mild_fever,,,,,,,,,,,
hepatitis b,abdominal_pain,loss_of_appetite,fatigue,receiving_blood_transfusion,malaise,itching,lethargy,receiving_unsterile_injections,yellow_urine,yellowish_skin,,,,,,,
heart attack,chest_pain,breathlessness,sweating,vomiting,abdominal_pain,,,,,,,,,,,,
varicose veins,obesity,swollen_blood_vessels,cramps,swollen_legs,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,weight_loss,sweating,restlessness,,,,,,,,,,,,,
hypoglycemia,palpitations,slurred_speech,headache,excessive_hunger,blurred_and_distorted_vision,anxiety,vomiting,fatigue,nausea,,,,,,,,
pneumonia,high_fever,chills,phlegm,breathlessness,malaise,sweating,cough,fatigue,,,,,,,,,
hepatitis a,diarrhoea,vomiting,abdominal_pain,yellowish_skin,,,,,,,,,,,,,
hyperthyroidism,mood_swings,abnormal_menstruation,restlessness,weight_loss,fatigue,muscle_weakness,diarrhoea,irritability,sweating,fast_heart_rate,,,,,,,
hyperthyroidism,restlessness,diarrhoea,sweating,muscle_weakness,,,,,,,,,,,,,
dengue,headache,nausea,fatigue,joint_pain,skin_rash,vomiting,back_pain,,,,,,,,,,
psoriasis,skin_peeling,inflammatory_nails,small_dents_in_nails,skin_rash,joint_pain,red_sore_around_nose,,,,,,,,,,,
dimorphic hemmorhoids(piles),pain_during_bowel_movements,irritation_in_anus,bloody_stool,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,headache,nausea,,,,,,,,,,,,,,
malaria,muscle_pain,nausea,sweating,diarrhoea,swollen_legs,,,,,,,,,,,,
cervical spondylosis,weakness_in_limbs,loss_of_balance,dizziness,back_pain,neck_pain,,,,,,,,,,,,
common cold,redness_of_eyes,fatigue,muscle_pain,high_fever,congestion,,,,,,,,,,,,
diabetes,irregular_sugar_level,blurred_and_distorted_vision,polyuria,lethargy,obesity,,,,,,,,,,,,
bronchial asthma,fatigue,high_fever,breathlessness,mucoid_sputum,cough,swelling_of_stomach,,,,,,,,,,,
malaria,high_fever,muscle_pain,diarrhoea,sweating,nausea,,,,,,,,,,,,
peptic ulcer diseae,indigestion,passage_of_gases,internal_itching,loss_of_appetite,vomiting,,,,,,,,,,,,
gerd,stomach_pain,vomiting,chest_pain,ulcers_on_tongue,yellow_crust_ooze,,,,,,,,,,,,
malaria,headache,diarrhoea,vomiting,nausea,sweating,,,,,,,,,,,,
hepatitis a,nausea,dark_urine,joint_pain,mild_fever,loss_of_appetite,diarrhoea,yellowing_of_eyes,abdominal_pain,muscle_pain,,,,,,,,
migraine,acidity,excessive_hunger,irritability,stiff_neck,headache,visual_disturbances,,,,,,,,,,,
hypertension,lack_of_concentration,dizziness,loss_of_balance,headache,chest_pain,,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,distention_of_abdomen,history_of_alcohol_consumption,abdominal_pain,fluid_overload,vomiting,headache,,,,,,,,,,
chicken pox,fatigue,high_fever,swelled_lymph_nodes,loss_of_appetite,,,,,,,,,,,,,
osteoarthristis,swelling_joints,joint_pain,knee_pain,hip_joint_pain,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,fatigue,sweating,excessive_hunger,,,,,,,,,,,,,
hepatitis b,receiving_blood_transfusion,receiving_unsterile_injections,yellowish_skin,malaise,itching,yellowing_of_eyes,loss_of_appetite,fatigue,,,,,,,,,
drug reaction,itching,burning_micturition,stomach_pain,skin_rash,,,,,,,,,,,,,
hyperthyroidism,mood_swings,muscle_weakness,sweating,weight_loss,abnormal_menstruation,diarrhoea,irritability,fast_heart_rate,restlessness,,,,,,,,
chicken pox,lethargy,swelled_lymph_nodes,headache,fatigue,malaise,red_spots_over_body,skin_rash,high_fever,mild_fever,,,,,,,,
tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,
dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,
hepatitis e,yellowish_skin,dark_urine,coma,acute_liver_failure,abdominal_pain,joint_pain,nausea,fatigue,yellowing_of_eyes,,,,,,,,
arthritis,stiff_neck,movement_stiffness,muscle_weakness,painful_walking,swelling_joints,,,,,,,,,,,,
common cold,phlegm,runny_nose,swelled_lymph_nodes,chest_pain,sinus_pressure,throat_irritation,loss_of_smell,fatigue,,,,,,,,,
arthritis,movement_stiffness,stiff_neck,muscle_weakness,swelling_joints,,,,,,,,,,,,,
cervical spondylosis,weakness_in_limbs,loss_of_balance,back_pain,,,,,,,,,,,,,,
typhoid,diarrhoea,abdominal_pain,fatigue,headache,belly_pain,,,,,,,,,,,,
dengue,malaise,headache,muscle_pain,,,,,,,,,,,,,,
chicken pox,mild_fever,headache,red_spots_over_body,malaise,lethargy,itching,skin_rash,swelled_lymph_nodes,fatigue,,,,,,,,
urinary tract infection,bladder_discomfort,burning_micturition,continuous_feel_of_urine,,,,,,,,,,,,,,
chronic cholestasis,yellowing_of_eyes,itching,vomiting,yellowish_skin,nausea,,,,,,,,,,,,
hypertension,dizziness,chest_pain,headache,lack_of_concentration,loss_of_balance,,,,,,,,,,,,
arthritis,stiff_neck,swelling_joints,movement_stiffness,muscle_weakness,painful_walking,,,,,,,,,,,,
varicose veins,fatigue,swollen_blood_vessels,obesity,bruising,,,,,,,,,,,,,
chronic cholestasis,itching,loss_of_appetite,nausea,yellowish_skin,,,,,,,,,,,,,
jaundice,weight_loss,abdominal_pain,vomiting,fatigue,high_fever,,,,,,,,,,,,
hepatitis e,vomiting,abdominal_pain,yellowing_of_eyes,,,,,,,,,,,,,,
acne,pus_filled_pimples,skin_rash,scurring,,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,mood_swings,abnormal_menstruation,irritability,restlessness,,,,,,,,,,,,
malaria,headache,high_fever,sweating,diarrhoea,,,,,,,,,,,,,
hypoglycemia,vomiting,drying_and_tingling_lips,anxiety,nausea,sweating,excessive_hunger,irritability,slurred_speech,palpitations,blurred_and_distorted_vision,,,,,,,
impetigo,blister,red_sore_around_nose,skin_rash,ulcers_on_tongue,,,,,,,,,,,,,
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,
pneumonia,fast_heart_rate,rusty_sputum,malaise,chest_pain,fatigue,chills,cough,phlegm,,,,,,,,,
common cold,fatigue,muscle_pain,loss_of_smell,swelled_lymph_nodes,chills,runny_nose,congestion,lethargy,,,,,,,,,
osteoarthristis,joint_pain,neck_pain,painful_walking,swelling_joints,hip_joint_pain,knee_pain,,,,,,,,,,,
typhoid,high_fever,chills,fatigue,,,,,,,,,,,,,,
tuberculosis,malaise,vomiting,cough,,,,,,,,,,,,,,
acne,blackheads,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,
migraine,blurred_and_distorted_vision,depression,acidity,excessive_hunger,irritability,stiff_neck,headache,indigestion,,,,,,,,,
varicose veins,obesity,bruising,fatigue,prominent_veins_on_calf,swollen_legs,cramps,swollen_blood_vessels,,,,,,,,,,
hyperthyroidism,restlessness,diarrhoea,weight_loss,fast_heart_rate,fatigue,irritability,,,,,,,,,,,
dimorphic hemmorhoids(piles),irritation_in_anus,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,
dengue,red_spots_over_body,muscle_pain,back_pain,skin_rash,high_fever,,,,,,,,,,,,
common cold,phlegm,sinus_pressure,chills,congestion,fatigue,malaise,loss_of_smell,throat_irritation,,,,,,,,,
hepatitis e,joint_pain,yellowish_skin,vomiting,coma,stomach_bleeding,yellowing_of_eyes,high_fever,loss_of_smell,,,,,,,,,
jaundice,itching,dark_urine,abdominal_pain,fatigue,vomiting,,,,,,,,,,,,
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting, chest_pain,,,,,,,,,,,,
hepatitis c,family_history,fatigue,loss_of_appetite,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,,
hypoglycemia,vomiting,fatigue,excessive_hunger,sweating,blurred_and_distorted_vision,headache,anxiety,palpitations,drying_and_tingling_lips,,,,,,,,
drug reaction,itching,skin_rash,spotting_ urination,,,,,,,,,,,,,,
hepatitis b,yellow_urine,fatigue,yellowish_skin,,,,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,history_of_alcohol_consumption,abdominal_pain,fluid_overload,vomiting,swelling_of_stomach,,,,,,,,,,,
common cold,chest_pain,muscle_pain,swelled_lymph_nodes,high_fever,chills,fatigue,,,,,,,,,,,
paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,headache,yellow_crust_ooze,,,,,,,,,,,,,
bronchial asthma,breathlessness,high_fever,fatigue,,,,,,,,,,,,,,
chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,
aids,high_fever,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,
jaundice,vomiting,yellowish_skin,itching,high_fever,fatigue,abdominal_pain,dark_urine,palpitations,,,,,,,,,
tuberculosis,fatigue,vomiting,phlegm,mild_fever,breathlessness,high_fever,,,,,,,,,,,
fungal infection,dischromic _patches,skin_rash,itching,nodal_skin_eruptions,,,,,,,,,,,,,
tuberculosis,vomiting,chest_pain,chills,swelled_lymph_nodes,,,,,,,,,,,,,
cervical spondylosis,weakness_in_limbs,back_pain,loss_of_balance,dizziness,,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,slurred_speech,vomiting,irritability,fatigue,drying_and_tingling_lips,sweating,palpitations,excessive_hunger,silver_like_dusting,,,,,,,
pneumonia,chest_pain,chills,malaise,fast_heart_rate,rusty_sputum,,,,,,,,,,,,
hepatitis a,abdominal_pain,dark_urine,diarrhoea,vomiting,,,,,,,,,,,,,
hypothyroidism,lethargy,swollen_extremeties,enlarged_thyroid,weight_gain,mood_swings,dizziness,cold_hands_and_feets,,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,headache,spinning_movements,nausea,vomiting,,,,,,,,,,,,
osteoarthristis,knee_pain,joint_pain,painful_walking,swelling_joints,hip_joint_pain,neck_pain,,,,,,,,,,,
hypoglycemia,excessive_hunger,headache,slurred_speech,vomiting,fatigue,sweating,blurred_and_distorted_vision,,,,,,,,,,
gerd,acidity,cough,ulcers_on_tongue,vomiting,stomach_pain,,,,,,,,,,,,
malaria,high_fever,headache,sweating,nausea,chills,muscle_pain,,,,,,,,,,,
hypoglycemia,irritability,slurred_speech,palpitations,vomiting,blurred_and_distorted_vision,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,nausea,spinning_movements,headache,loss_of_balance,vomiting,,,,,,,,,,,,
hepatitis d,dark_urine,yellowing_of_eyes,joint_pain,abdominal_pain,yellowish_skin,nausea,loss_of_appetite,fatigue,,,,,,,,,
hypothyroidism,puffy_face_and_eyes,cold_hands_and_feets,enlarged_thyroid,dizziness,brittle_nails,abnormal_menstruation,lethargy,irritability,continuous_sneezing,,,,,,,,
pneumonia,sweating,chills,rusty_sputum,high_fever,chest_pain,breathlessness,phlegm,malaise,,,,,,,,,
urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,foul_smell_of urine,,,,,,,,,,,,,
hepatitis a,nausea,yellowish_skin,dark_urine,mild_fever,loss_of_appetite,joint_pain,diarrhoea,abdominal_pain,muscle_pain,yellowing_of_eyes,,,,,,,
hepatitis a,joint_pain,vomiting,abdominal_pain,muscle_pain,nausea,loss_of_appetite,mild_fever,diarrhoea,scurring,,,,,,,,
cervical spondylosis,weakness_in_limbs,dizziness,neck_pain,loss_of_smell,,,,,,,,,,,,,
typhoid,constipation,vomiting,headache,diarrhoea,nausea,chills,abdominal_pain,,,,,,,,,,
malaria,high_fever,vomiting,sweating,headache,muscle_pain,chills,diarrhoea,,,,,,,,,,
acne,skin_rash,scurring,blackheads,pain_behind_the_eyes,,,,,,,,,,,,,
hypoglycemia,headache,palpitations,excessive_hunger,anxiety,fatigue,vomiting,nausea,drying_and_tingling_lips,irritability,,,,,,,,
pneumonia,malaise,chills,high_fever,rusty_sputum,sweating,breathlessness,,,,,,,,,,,
acne,blackheads,skin_rash,pus_filled_pimples,,,,,,,,,,,,,,
allergy,chills,watering_from_eyes,shivering,,,,,,,,,,,,,,
psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,headache,spinning_movements,vomiting,unsteadiness,,,,,,,,,,,,,
hypertension,headache,chest_pain,lack_of_concentration,loss_of_balance,,,,,,,,,,,,,
hepatitis c, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,
jaundice,yellowish_skin,vomiting,fatigue,abdominal_pain,weight_loss,high_fever,itching,,,,,,,,,,
hepatitis d,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,,,,,,,
allergy,watering_from_eyes,shivering,continuous_sneezing,,,,,,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,red_sore_around_nose,high_fever,blister,,,,,,,,,,,,
fungal infection,dischromic _patches,skin_rash,nodal_skin_eruptions,itching,,,,,,,,,,,,,
peptic ulcer diseae,vomiting,loss_of_appetite,internal_itching,,,,,,,,,,,,,,
peptic ulcer diseae,internal_itching,passage_of_gases,abdominal_pain,vomiting,loss_of_appetite,indigestion,,,,,,,,,,,
varicose veins,swollen_blood_vessels,cramps,fatigue,obesity,prominent_veins_on_calf,bruising,,,,,,,,,,,
impetigo,red_sore_around_nose,high_fever,skin_rash,blister,,,,,,,,,,,,,
diabetes,restlessness,increased_appetite,lethargy,irregular_sugar_level,polyuria,excessive_hunger,fatigue,blurred_and_distorted_vision,,,,,,,,,
arthritis,muscle_weakness,painful_walking,swelling_joints,stiff_neck,,,,,,,,,,,,,
bronchial asthma,family_history,fatigue,high_fever,mucoid_sputum,breathlessness,cough,,,,,,,,,,,
typhoid,abdominal_pain,chills,high_fever,diarrhoea,belly_pain,constipation,fatigue,vomiting,,,,,,,,,
psoriasis,skin_rash,joint_pain,inflammatory_nails,skin_peeling,,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,fluid_overload,vomiting,yellowish_skin,history_of_alcohol_consumption,,,,,,,,,,,,
hepatitis a,yellowish_skin,muscle_pain,mild_fever,diarrhoea,loss_of_appetite,vomiting,joint_pain,,,,,,,,,,
arthritis,muscle_weakness,movement_stiffness,swelling_joints,stiff_neck,,,,,,,,,,,,,
bronchial asthma,fatigue,family_history,cough,,,,,,,,,,,,,,
pneumonia,chills,cough,rusty_sputum,sweating,fast_heart_rate,phlegm,chest_pain,malaise,,,,,,,,,
hyperthyroidism,weight_loss,muscle_weakness,excessive_hunger,sweating,,,,,,,,,,,,,
hypertension,loss_of_balance,dizziness,headache,chest_pain,lack_of_concentration,nausea,,,,,,,,,,,
malaria,muscle_pain,vomiting,chills,headache,diarrhoea,high_fever,,,,,,,,,,,
diabetes,increased_appetite,blurred_and_distorted_vision,obesity,excessive_hunger,,,,,,,,,,,,,
hepatitis e,vomiting,acute_liver_failure,joint_pain,yellowish_skin,coma,,,,,,,,,,,,
hepatitis e,joint_pain,coma,yellowish_skin,yellowing_of_eyes,high_fever,stomach_bleeding,loss_of_appetite,acute_liver_failure,lethargy,,,,,,,,
osteoarthristis,painful_walking,knee_pain,neck_pain,hip_joint_pain,,,,,,,,,,,,,
hepatitis a,yellowing_of_eyes,loss_of_appetite,dark_urine,muscle_pain,diarrhoea,mild_fever,,,,,,,,,,,
peptic ulcer diseae,indigestion,loss_of_appetite,internal_itching,abdominal_pain,,,,,,,,,,,,,
jaundice,dark_urine,itching,abdominal_pain,,,,,,,,,,,,,,
osteoarthristis,joint_pain,neck_pain,hip_joint_pain,knee_pain,,,,,,,,,,,,,
arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,
pneumonia,high_fever,sweating,breathlessness,malaise,fast_heart_rate,phlegm,rusty_sputum,chest_pain,,,,,,,,,
alcoholic hepatitis,vomiting,history_of_alcohol_consumption,distention_of_abdomen,swelling_of_stomach,yellowish_skin,fluid_overload,,,,,,,,,,,
common cold,phlegm,congestion,headache,sinus_pressure,loss_of_smell,malaise,chills,swelled_lymph_nodes,muscle_pain,throat_irritation,,,,,,,
arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking,,,,,,,,,,,,,
varicose veins,swollen_blood_vessels,bruising,prominent_veins_on_calf,swollen_legs,fatigue,,,,,,,,,,,,
tuberculosis,malaise,loss_of_appetite,phlegm,weight_loss,vomiting,sweating,,,,,,,,,,,
osteoarthristis,joint_pain,painful_walking,neck_pain,hip_joint_pain,swelling_joints,knee_pain,,,,,,,,,,,
pneumonia,breathlessness,high_fever,rusty_sputum,chest_pain,sweating,phlegm,malaise,,,,,,,,,,
aids,muscle_wasting,high_fever,patches_in_throat,extra_marital_contacts,scurring,,,,,,,,,,,,
urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,,
gerd,ulcers_on_tongue,acidity,vomiting,chest_pain,,,,,,,,,,,,,
tuberculosis,vomiting,weight_loss,breathlessness,chest_pain,loss_of_appetite,cough,chills,swelled_lymph_nodes,,,,,,,,,
jaundice,yellowish_skin,dark_urine,weight_loss,abdominal_pain,high_fever,fatigue,itching,,,,,,,,,,
tuberculosis,cough,chills,fatigue,breathlessness,blood_in_sputum,mild_fever,sweating,,,,,,,,,,
hepatitis b,malaise,itching,yellow_urine,dark_urine,loss_of_appetite,yellowing_of_eyes,abdominal_pain,lethargy,,,,,,,,,
dengue,loss_of_appetite,fatigue,red_spots_over_body,,,,,,,,,,,,,,
chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,
bronchial asthma,cough,mucoid_sputum,fatigue,high_fever,,,,,,,,,,,,,
diabetes,increased_appetite,weight_loss,restlessness,irregular_sugar_level,polyuria,blurred_and_distorted_vision,excessive_hunger,lethargy,fatigue,obesity,,,,,,,
allergy,chills,watering_from_eyes,shivering,continuous_sneezing,,,,,,,,,,,,,
chicken pox,headache,itching,red_spots_over_body,skin_rash,,,,,,,,,,,,,
diabetes,polyuria,irregular_sugar_level,fatigue,weight_loss,excessive_hunger,restlessness,increased_appetite,obesity,,,,,,,,,
dimorphic hemmorhoids(piles),pain_in_anal_region,pain_during_bowel_movements,irritation_in_anus,constipation,,,,,,,,,,,,,
jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,
arthritis,painful_walking,swelling_joints,muscle_weakness,,,,,,,,,,,,,,
tuberculosis,chills,yellowing_of_eyes,malaise,,,,,,,,,,,,,,
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,
hepatitis b,loss_of_appetite,fatigue,dark_urine,anxiety,,,,,,,,,,,,,
cervical spondylosis,dizziness,neck_pain,back_pain,loss_of_balance,weakness_in_limbs,,,,,,,,,,,,
hepatitis d,dark_urine,joint_pain,loss_of_appetite,abdominal_pain,fatigue,yellowish_skin,yellowing_of_eyes,spotting_ urination,,,,,,,,,
pneumonia,fatigue,fast_heart_rate,chills,sweating,cough,breathlessness,,,,,,,,,,,
hepatitis d,joint_pain,loss_of_appetite,nausea,yellowish_skin,dark_urine,,,,,,,,,,,,
jaundice,fatigue,itching,abdominal_pain,high_fever,dark_urine,,,,,,,,,,,,
urinary tract infection,burning_micturition,foul_smell_of urine,bladder_discomfort,continuous_feel_of_urine,,,,,,,,,,,,,
hepatitis a,muscle_pain,diarrhoea,joint_pain,nausea,,,,,,,,,,,,,
allergy,continuous_sneezing,shivering,chills,watering_from_eyes,swelling_joints,,,,,,,,,,,,
varicose veins,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs,obesity,,,,,,,,,,,,,
hypothyroidism,weight_gain,dizziness,depression,irritability,brittle_nails,mood_swings,puffy_face_and_eyes,abnormal_menstruation,,,,,,,,,
hypothyroidism,dizziness,cold_hands_and_feets,irritability,fatigue,weight_gain,mood_swings,depression,brittle_nails,lethargy,,,,,,,,
malaria,muscle_pain,sweating,high_fever,diarrhoea,vomiting,chills,nausea,headache,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,fluid_overload,abdominal_pain,vomiting,distention_of_abdomen,,,,,,,,,,,,
hepatitis d,yellowing_of_eyes,joint_pain,yellowish_skin,fatigue,vomiting,nausea,abdominal_pain,loss_of_appetite,dark_urine,,,,,,,,
jaundice,high_fever,yellowish_skin,vomiting,weight_loss,itching,abdominal_pain,fatigue,,,,,,,,,,
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,
allergy,shivering,chills,continuous_sneezing,increased_appetite,,,,,,,,,,,,,
tuberculosis,phlegm,blood_in_sputum,high_fever,chills,vomiting,mild_fever,loss_of_appetite,cough,swelled_lymph_nodes,breathlessness,,,,,,,
peptic ulcer diseae,internal_itching,passage_of_gases,abdominal_pain,indigestion,vomiting,,,,,,,,,,,,
typhoid,belly_pain,abdominal_pain,chills,toxic_look_(typhos),high_fever,headache,nausea,constipation,fatigue,,,,,,,,
hepatitis b,yellowing_of_eyes,abdominal_pain,receiving_unsterile_injections,loss_of_appetite,,,,,,,,,,,,,
hepatitis b,lethargy,loss_of_appetite,receiving_blood_transfusion,yellowing_of_eyes,itching,dark_urine,fatigue,malaise,receiving_unsterile_injections,abdominal_pain,,,,,,,
typhoid,nausea,chills,abdominal_pain,headache,fatigue,diarrhoea,high_fever,vomiting,toxic_look_(typhos),constipation,,,,,,,
hypoglycemia,irritability,excessive_hunger,slurred_speech,palpitations,anxiety,fatigue,vomiting,,,,,,,,,,
impetigo,blister,yellow_crust_ooze,skin_rash,red_sore_around_nose,high_fever,,,,,,,,,,,,
pneumonia,sweating,fatigue,cough,malaise,rusty_sputum,chills,,,,,,,,,,,
hepatitis c,yellowish_skin,fatigue,loss_of_appetite,nausea,family_history,yellowing_of_eyes,nodal_skin_eruptions,,,,,,,,,,
diabetes,restlessness,polyuria,excessive_hunger,cold_hands_and_feets,,,,,,,,,,,,,
dengue,skin_rash,red_spots_over_body,headache,joint_pain,muscle_pain,fatigue,high_fever,pain_behind_the_eyes,nausea,,,,,,,,
pneumonia,chest_pain,cough,malaise,fast_heart_rate,phlegm,rusty_sputum,sweating,chills,,,,,,,,,
common cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,
hyperthyroidism,sweating,mood_swings,restlessness,diarrhoea,irritability,abnormal_menstruation,excessive_hunger,fast_heart_rate,fatigue,weight_loss,shivering,,,,,,
paralysis (brain hemorrhage),altered_sensorium,headache,vomiting,,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,diarrhoea,irritability,fast_heart_rate,excessive_hunger,,,,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,abdominal_pain,fluid_overload,swelling_of_stomach,,,,,,,,,,,,,
hepatitis d,abdominal_pain,vomiting,yellowish_skin,yellowing_of_eyes,loss_of_appetite,,,,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,blister,high_fever,red_sore_around_nose,,,,,,,,,,,,
arthritis,muscle_weakness,painful_walking,stiff_neck,swelling_joints,,,,,,,,,,,,,
dengue,fatigue,nausea,vomiting,joint_pain,chills,back_pain,muscle_pain,cold_hands_and_feets,,,,,,,,,
pneumonia,chest_pain,sweating,breathlessness,chills,rusty_sputum,,,,,,,,,,,,
hepatitis d,loss_of_appetite,yellowish_skin,joint_pain,dark_urine,abdominal_pain,yellowing_of_eyes,vomiting,nausea,,,,,,,,,
hepatitis c,nausea,fatigue,loss_of_appetite,,,,,,,,,,,,,,
hepatitis d,abdominal_pain,dark_urine,nausea,fatigue,joint_pain,yellowing_of_eyes,yellowish_skin,anxiety,,,,,,,,,
hepatitis e,high_fever,vomiting,acute_liver_failure,yellowish_skin,nausea,joint_pain,dark_urine,,,,,,,,,,
hepatitis e,dark_urine,vomiting,abdominal_pain,fatigue,coma,,,,,,,,,,,,
hepatitis e,fatigue,stomach_bleeding,nausea,coma,high_fever,vomiting,,,,,,,,,,,
diabetes, fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,
hepatitis d,nausea,yellowish_skin,dark_urine,loss_of_appetite,fatigue,vomiting,yellowing_of_eyes,joint_pain,abdominal_pain,,,,,,,,
hepatitis c,yellowish_skin,yellowing_of_eyes,loss_of_appetite,nausea,fatigue,,,,,,,,,,,,
dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,
impetigo,skin_rash,blister,high_fever,yellow_crust_ooze,,,,,,,,,,,,,
